Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Barra da Tijuca;4;4;4;400;12500.0;1600.0;1500.0;31.25;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;0.0;30.16;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;4000.0;1850.0;3350.0;38.46;Apartamento
Apartamento;Ipanema;2;1;2;130;12000.0;1318.0;691.0;92.31;Apartamento
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;49.12;Apartamento
Apartamento;Tijuca;3;0;0;90;1200.0;828.0;0.0;13.33;Apartamento
Apartamento;Água Santa;2;1;0;50;800.0;310.0;0.0;16.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;1347.0;0.0;26.14;Apartamento
Apartamento;São Conrado;3;2;1;146;3500.0;2053.0;367.0;23.97;Apartamento
Apartamento;Santa Teresa;3;1;1;130;3490.0;790.0;210.0;26.85;Apartamento
Apartamento;Lagoa;3;4;3;265;19000.0;3970.0;1417.0;71.7;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2400.0;800.0;0.0;34.29;Apartamento
Apartamento;Copacabana;4;2;2;360;6000.0;3500.0;380.0;16.67;Apartamento
Quitinete;Realengo;1;0;0;60;650.0;0.0;0.0;10.83;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);3;3;1;155;2000.0;530.0;1250.0;12.9;Casa
Casa;Jardim Botânico;4;4;4;845;35000.0;0.0;1794.0;41.42;Casa
Apartamento;Méier;2;0;0;64;1100.0;681.0;0.0;17.19;Apartamento
Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;17.0;Apartamento
Apartamento;Maracanã;2;0;0;66;1500.0;650.0;20.0;22.73;Apartamento
Apartamento;Tijuca;2;1;1;126;2200.0;865.0;153.0;17.46;Apartamento
Apartamento;Rio Comprido;2;1;1;70;1600.0;500.0;0.0;22.86;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;3900.0;1315.0;260.0;39.0;Apartamento
Apartamento;Flamengo;3;1;1;98;2800.0;956.0;203.0;28.57;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;1900.0;720.0;123.0;25.0;Apartamento
Apartamento;Flamengo;1;0;1;38;1500.0;695.0;56.0;39.47;Apartamento
Apartamento;Copacabana;3;2;2;123;4200.0;1450.0;320.0;34.15;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1600.0;550.0;120.0;22.86;Apartamento
Casa;Barra da Tijuca;3;0;3;400;4000.0;776.0;0.0;10.0;Casa
Apartamento;Recreio dos Bandeirantes;3;3;1;100;2350.0;460.0;170.0;23.5;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;645.0;52.0;25.71;Apartamento
Apartamento;Ipanema;3;3;2;270;18000.0;2640.0;833.0;66.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;88;2000.0;850.0;200.0;22.73;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;15.21;Apartamento
Apartamento;Tijuca;1;1;0;55;2100.0;1.0;0.0;38.18;Apartamento
Apartamento;Copacabana;3;0;1;140;5000.0;1850.0;180.0;35.71;Apartamento
Apartamento;Praça Seca;2;1;0;47;750.0;252.0;13.0;15.96;Apartamento
Apartamento;Andaraí;3;0;0;64;1300.0;310.0;20.0;20.31;Apartamento
Apartamento;Ipanema;1;0;1;55;2800.0;778.0;0.0;50.91;Apartamento
Apartamento;Recreio dos Bandeirantes;4;4;2;162;2000.0;1400.0;380.0;12.35;Apartamento
Apartamento;Botafogo;2;1;0;76;2500.0;740.0;0.0;32.89;Apartamento
Apartamento;Tijuca;3;0;1;50;2900.0;900.0;0.0;58.0;Apartamento
Apartamento;Vaz Lobo;2;0;0;80;1100.0;100.0;0.0;13.75;Apartamento
Apartamento;Méier;2;1;0;85;1100.0;180.0;79.0;12.94;Apartamento
Apartamento;Barra da Tijuca;2;1;1;67;1250.0;833.0;155.0;18.66;Apartamento
Apartamento;Laranjeiras;3;1;1;130;2800.0;1500.0;200.0;21.54;Apartamento
Apartamento;Ipanema;2;0;0;80;3800.0;1200.0;100.0;47.5;Apartamento
Apartamento;Copacabana;3;0;1;110;2900.0;800.0;0.0;26.36;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;53;1300.0;580.0;0.0;24.53;Apartamento
Casa de Condomínio;Barra da Tijuca;5;2;5;700;25000.0;0.0;1800.0;35.71;Casa
Apartamento;Leblon;3;1;1;142;9000.0;1584.0;5293.0;63.38;Apartamento
Apartamento;Tijuca;2;0;0;70;1500.0;876.0;97.0;21.43;Apartamento
Apartamento;Barra da Tijuca;3;2;1;170;4500.0;1658.0;4730.0;26.47;Apartamento
Apartamento;Humaitá;2;2;1;66;3200.0;852.0;0.0;48.48;Apartamento
Apartamento;Copacabana;2;0;0;110;3000.0;800.0;218.0;27.27;Apartamento
Quitinete;Copacabana;1;0;0;35;1800.0;500.0;50.0;51.43;Apartamento
Apartamento;Ipanema;2;1;0;75;3600.0;800.0;0.0;48.0;Apartamento
Apartamento;Copacabana;4;2;1;350;7500.0;2100.0;600.0;21.43;Apartamento
Casa;Cosme Velho;4;4;1;800;15000.0;1300.0;1100.0;18.75;Casa
Apartamento;Barra da Tijuca;3;2;1;130;3800.0;2456.0;807.0;29.23;Apartamento
Apartamento;Barra da Tijuca;1;1;0;34;1600.0;600.0;129.0;47.06;Apartamento
Apartamento;Copacabana;4;0;1;120;10000.0;1417.0;160.0;83.33;Apartamento
Apartamento;Lagoa;3;3;3;400;30000.0;5900.0;2900.0;75.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;160;5200.0;1800.0;500.0;32.5;Apartamento
Apartamento;Copacabana;3;0;0;80;3100.0;1000.0;100.0;38.75;Apartamento
Apartamento;Copacabana;3;0;2;180;12500.0;1600.0;400.0;69.44;Apartamento
Apartamento;Barra da Tijuca;2;2;1;75;1450.0;1000.0;100.0;19.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;293;4900.0;540.0;718.0;16.72;Apartamento
Apartamento;Leblon;3;1;1;110;5200.0;1400.0;180.0;47.27;Apartamento
Apartamento;Copacabana;2;0;0;110;2500.0;1042.0;120.0;22.73;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;755;14000.0;2200.0;2000.0;18.54;Casa
Quitinete;Centro;0;0;0;26;700.0;730.0;120.0;26.92;Apartamento
Apartamento;Botafogo;2;1;0;45;2200.0;425.0;30.0;48.89;Apartamento
Apartamento;Centro;1;0;0;34;800.0;330.0;18.0;23.53;Apartamento
Casa;Bancários;2;4;1;195;2800.0;0.0;138.0;14.36;Casa
Apartamento;Barra da Tijuca;2;1;1;70;1600.0;810.0;95.0;22.86;Apartamento
Apartamento;Leme;2;0;0;80;4300.0;800.0;250.0;53.75;Apartamento
Quitinete;Copacabana;1;0;0;30;2000.0;410.0;30.0;66.67;Apartamento
Apartamento;Barra da Tijuca;3;1;1;75;1900.0;750.0;60.0;25.33;Apartamento
Casa de Condomínio;Guaratiba;3;3;2;100;1700.0;50.0;2.0;17.0;Casa
Apartamento;Recreio dos Bandeirantes;2;1;2;55;1500.0;900.0;100.0;27.27;Apartamento
Apartamento;Barra da Tijuca;4;3;3;173;5499.0;2450.0;400.0;31.79;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2200.0;790.0;0.0;27.16;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;450;6000.0;2400.0;1600.0;13.33;Casa
Apartamento;Laranjeiras;4;1;1;282;6500.0;1870.0;558.0;23.05;Apartamento
Casa;Laranjeiras;5;6;5;980;10000.0;0.0;1200.0;10.2;Casa
Apartamento;São Conrado;1;1;1;82;3600.0;700.0;305.0;43.9;Apartamento
Apartamento;Leme;3;1;0;240;9200.0;1980.0;608.0;38.33;Apartamento
Apartamento;Barra da Tijuca;2;2;1;81;3500.0;1100.0;140.0;43.21;Apartamento
Apartamento;São Conrado;2;2;1;122;4800.0;2200.0;0.0;39.34;Apartamento
Casa;Tanque;3;1;0;230;2500.0;0.0;967.0;10.87;Casa
Apartamento;Ipanema;2;2;2;76;5000.0;2000.0;300.0;65.79;Apartamento
Casa de Vila;Madureira;1;1;0;52;900.0;0.0;0.0;17.31;Casa
Apartamento;Vila Isabel;3;0;0;75;1700.0;528.0;74.0;22.67;Apartamento
Apartamento;Tijuca;2;0;0;60;1100.0;625.0;485.0;18.33;Apartamento
Apartamento;Cachambi;2;0;0;70;900.0;246.0;17.0;12.86;Apartamento
Apartamento;Laranjeiras;3;1;0;114;3000.0;1200.0;0.0;26.32;Apartamento
Casa de Vila;Vigário Geral;3;0;1;198;1500.0;0.0;0.0;7.58;Casa
Apartamento;Copacabana;1;0;0;51;1650.0;730.0;66.0;32.35;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;196;5500.0;1300.0;350.0;28.06;Apartamento
Apartamento;Jacarepaguá;2;1;0;61;1000.0;281.0;35.0;16.39;Apartamento
Apartamento;Barra da Tijuca;2;1;0;66;2050.0;1050.0;190.0;31.06;Apartamento
Apartamento;Copacabana;4;0;1;250;8000.0;996.0;0.0;32.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;249;8500.0;2850.0;750.0;34.14;Apartamento
Apartamento;Copacabana;4;1;0;202;7500.0;2104.0;584.0;37.13;Apartamento
Apartamento;Jabour;2;1;0;71;610.0;590.0;0.0;8.59;Apartamento
Casa de Condomínio;Barra da Tijuca;5;8;5;1150;60000.0;2000.0;1700.0;52.17;Casa
Casa de Vila;Taquara;3;1;2;107;1900.0;120.0;78.0;17.76;Casa
Apartamento;Leblon;3;2;1;126;7000.0;1800.0;655.0;55.56;Apartamento
Apartamento;Barra da Tijuca;4;3;4;256;8500.0;2900.0;0.0;33.2;Apartamento
Casa;Pedra de Guaratiba;4;0;0;90;3500.0;0.0;0.0;38.89;Casa
Apartamento;Barra da Tijuca;2;1;1;184;2700.0;1800.0;345.0;14.67;Apartamento
Apartamento;Leblon;3;2;1;200;7500.0;3336.0;840.0;37.5;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;48;1000.0;450.0;0.0;20.83;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;500;10000.0;1050.0;1300.0;20.0;Casa
Apartamento;São Francisco Xavier;2;1;0;53;1600.0;427.0;67.0;30.19;Apartamento
Apartamento;Leblon;3;1;0;99;4000.0;1200.0;325.0;40.4;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;300;3700.0;880.0;512.0;12.33;Apartamento
Apartamento;Praça Seca;2;1;0;67;1000.0;477.0;36.0;14.93;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;1800.0;1297.0;107.0;21.18;Apartamento
Apartamento;Copacabana;1;1;1;41;2500.0;554.0;67.0;60.98;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;0.0;31.91;Casa
Casa de Vila;Taquara;1;0;0;60;1000.0;0.0;0.0;16.67;Casa
Apartamento;Lagoa;4;4;4;400;20500.0;4150.0;0.0;51.25;Apartamento
Apartamento;Leblon;4;3;2;209;12000.0;1700.0;600.0;57.42;Apartamento
Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;1749.0;44.25;Casa
Apartamento;Vila da Penha;2;1;0;72;1250.0;220.0;0.0;17.36;Apartamento
Quitinete;Catete;1;0;0;30;1100.0;390.0;24.0;36.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;850.0;590.0;37.0;17.35;Apartamento
Apartamento;Tijuca;3;1;1;129;1580.0;930.0;116.0;12.25;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;34.0;33.33;Apartamento
Apartamento;Rio Comprido;2;0;0;80;1100.0;365.0;15.0;13.75;Apartamento
Apartamento;Leme;3;1;1;180;7500.0;1900.0;5000.0;41.67;Apartamento
Apartamento;Barra da Tijuca;3;3;3;245;15000.0;3100.0;4000.0;61.22;Apartamento
Apartamento;Ipanema;3;2;1;160;10000.0;1800.0;764.0;62.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2800.0;1300.0;150.0;35.0;Apartamento
Apartamento;Botafogo;2;1;1;90;3500.0;1100.0;0.0;38.89;Apartamento
Apartamento;Barra da Tijuca;2;2;1;174;2300.0;1600.0;450.0;13.22;Apartamento
Apartamento;Tijuca;2;1;0;62;1400.0;640.0;202.0;22.58;Apartamento
Apartamento;Ipanema;3;1;1;160;7500.0;3000.0;555.0;46.88;Apartamento
Apartamento;Copacabana;3;1;1;180;6500.0;2400.0;0.0;36.11;Apartamento
Apartamento;Leblon;2;1;1;90;7000.0;1592.0;487.0;77.78;Apartamento
Apartamento;Barra da Tijuca;4;2;1;158;5000.0;2800.0;650.0;31.65;Apartamento
Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3200.0;6400.0;30.77;Apartamento
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;26.14;Apartamento
Apartamento;Tijuca;3;0;0;66;1450.0;606.0;21.0;21.97;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;163;2499.0;1456.0;403.0;15.33;Apartamento
Apartamento;Barra da Tijuca;4;3;4;160;4900.0;1800.0;4220.0;30.62;Apartamento
Apartamento;Gávea;2;1;0;65;3300.0;713.0;157.0;50.77;Apartamento
Apartamento;Vila Isabel;4;2;1;78;2600.0;700.0;0.0;33.33;Apartamento
Apartamento;Flamengo;4;1;1;320;8000.0;1500.0;0.0;25.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;126;5000.0;1500.0;300.0;39.68;Apartamento
Apartamento;Ipanema;1;0;0;60;1800.0;620.0;50.0;30.0;Apartamento
Apartamento;Copacabana;1;0;0;60;2300.0;400.0;30.0;38.33;Apartamento
Apartamento;Copacabana;3;1;1;220;4500.0;1475.0;240.0;20.45;Apartamento
Apartamento;Santa Teresa;1;0;1;55;2490.0;520.0;95.0;45.27;Apartamento
Apartamento;Lagoa;4;2;1;250;6200.0;2324.0;0.0;24.8;Apartamento
Apartamento;Ipanema;3;2;1;160;6900.0;2511.0;0.0;43.12;Apartamento
Apartamento;Madureira;2;0;0;50;850.0;357.0;0.0;17.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2500.0;1100.0;130.0;27.78;Apartamento
Apartamento;Engenho da Rainha;2;0;0;56;800.0;360.0;0.0;14.29;Apartamento
Apartamento;Flamengo;1;0;0;36;2000.0;500.0;189.0;55.56;Apartamento
Apartamento;Tijuca;3;0;1;126;2600.0;846.0;224.0;20.63;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;750.0;115.0;21.43;Apartamento
Apartamento;Barra da Tijuca;4;4;3;500;20000.0;8000.0;2000.0;40.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;48;900.0;300.0;11.0;18.75;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;118;2500.0;1220.0;152.0;21.19;Casa
Quitinete;Botafogo;1;0;0;20;980.0;500.0;29.0;49.0;Apartamento
Casa de Condomínio;São Conrado;3;2;1;250;5500.0;750.0;500.0;22.0;Casa
Apartamento;Campo Grande;2;1;1;60;1400.0;580.0;0.0;23.33;Apartamento
Apartamento;Barra da Tijuca;4;2;2;146;5000.0;1800.0;350.0;34.25;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1900.0;650.0;100.0;26.39;Apartamento
Apartamento;Cachambi;3;3;2;186;2500.0;1000.0;260.0;13.44;Apartamento
Apartamento;Bonsucesso;2;0;0;70;950.0;465.0;0.0;13.57;Apartamento
Apartamento;Riachuelo;1;1;0;55;1000.0;500.0;0.0;18.18;Apartamento
Apartamento;Copacabana;3;2;1;250;7000.0;1500.0;434.0;28.0;Apartamento
Apartamento;Flamengo;3;1;1;140;3800.0;634.0;146.0;27.14;Apartamento
Apartamento;Tijuca;3;1;0;85;2500.0;650.0;83.0;29.41;Apartamento
Casa;Taquara;3;1;0;100;2100.0;250.0;0.0;21.0;Casa
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;42.0;Apartamento
Apartamento;Ipanema;3;1;1;152;12900.0;1580.0;360.0;84.87;Apartamento
Apartamento;Irajá;2;1;0;80;1100.0;350.0;0.0;13.75;Apartamento
Apartamento;Leme;2;0;0;80;2600.0;720.0;205.0;32.5;Apartamento
Apartamento;Leblon;3;1;0;122;6200.0;1328.0;0.0;50.82;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;950.0;80.0;28.57;Apartamento
Apartamento;Barra da Tijuca;1;0;1;60;1500.0;1100.0;245.0;25.0;Apartamento
Apartamento;Urca;2;0;1;164;8000.0;1970.0;372.0;48.78;Apartamento
Apartamento;Botafogo;3;1;1;78;4315.0;1110.0;187.0;55.32;Apartamento
Apartamento;Botafogo;2;0;0;65;1800.0;638.0;75.0;27.69;Apartamento
Apartamento;Vila Isabel;2;2;0;90;2100.0;300.0;94.0;23.33;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;3;300;2800.0;971.0;4786.0;9.33;Apartamento
Apartamento;Ipanema;1;0;1;46;1800.0;936.0;86.0;39.13;Apartamento
Apartamento;Lapa;2;1;0;65;2200.0;640.0;72.0;33.85;Apartamento
Apartamento;Barra da Tijuca;4;2;2;140;5300.0;1410.0;890.0;37.86;Apartamento
Apartamento;Copacabana;2;0;0;83;2700.0;670.0;106.0;32.53;Apartamento
Apartamento;Leme;3;1;0;79;3000.0;1350.0;200.0;37.97;Apartamento
Apartamento;Botafogo;1;1;0;70;2100.0;872.0;162.0;30.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;2400.0;931.0;158.0;32.43;Apartamento
Apartamento;Copacabana;2;0;0;80;2400.0;995.0;180.0;30.0;Apartamento
Apartamento;Andaraí;2;0;0;70;1000.0;550.0;68.0;14.29;Apartamento
Apartamento;Grajaú;2;0;0;65;1200.0;480.0;26.0;18.46;Apartamento
Quitinete;Grajaú;1;0;0;40;900.0;250.0;10.0;22.5;Apartamento
Apartamento;Botafogo;2;1;0;65;1900.0;600.0;102.0;29.23;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;95;1600.0;840.0;226.0;16.84;Apartamento
Apartamento;Barra da Tijuca;2;1;2;80;3000.0;1400.0;0.0;37.5;Apartamento
Apartamento;Riachuelo;2;2;1;63;1300.0;350.0;63.0;20.63;Apartamento
Apartamento;Copacabana;2;1;1;100;6000.0;1200.0;300.0;60.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;90;1800.0;1100.0;0.0;20.0;Apartamento
Apartamento;Tijuca;3;1;1;118;3000.0;1111.0;0.0;25.42;Apartamento
Casa;Abolição;1;0;0;50;1100.0;0.0;18.0;22.0;Casa
Apartamento;Taquara;2;1;1;66;1100.0;452.0;65.0;16.67;Apartamento
Apartamento;São Cristóvão;2;1;1;56;1400.0;560.0;0.0;25.0;Apartamento
Apartamento;Pechincha;2;1;0;80;1000.0;380.0;0.0;12.5;Apartamento
Casa;Barra da Tijuca;5;3;3;500;15000.0;1200.0;0.0;30.0;Casa
Apartamento;Copacabana;1;0;1;47;2200.0;800.0;85.0;46.81;Apartamento
Apartamento;Barra da Tijuca;2;1;0;52;1300.0;735.0;97.0;25.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;127;4500.0;2000.0;0.0;35.43;Apartamento
Apartamento;São Conrado;3;3;2;340;12000.0;1800.0;300.0;35.29;Apartamento
Apartamento;Barra da Tijuca;2;1;0;100;2500.0;1296.0;297.0;25.0;Apartamento
Apartamento;Flamengo;2;1;1;97;3100.0;948.0;191.0;31.96;Apartamento
Apartamento;Copacabana;3;0;0;90;2900.0;980.0;150.0;32.22;Apartamento
Casa de Vila;Irajá;2;0;0;60;1100.0;0.0;0.0;18.33;Casa
Apartamento;Vila Isabel;2;1;1;62;1650.0;836.0;81.0;26.61;Apartamento
Apartamento;Tijuca;2;0;0;74;1200.0;797.0;0.0;16.22;Apartamento
Apartamento;Flamengo;3;1;1;152;3800.0;1338.0;0.0;25.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;2000.0;860.0;205.0;28.57;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;3000.0;1200.0;200.0;40.0;Apartamento
Apartamento;Ipanema;3;2;1;117;6000.0;2200.0;4950.0;51.28;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000.0;575.0;65.0;16.67;Apartamento
Apartamento;São Conrado;4;2;1;166;3800.0;1709.0;388.0;22.89;Apartamento
Apartamento;Botafogo;2;0;0;67;2300.0;600.0;97.0;34.33;Apartamento
Casa;Barra da Tijuca;5;2;3;580;4500.0;840.0;0.0;7.76;Casa
Apartamento;Copacabana;4;3;4;700;35000.0;1850.0;140.0;50.0;Apartamento
Apartamento;Lagoa;1;1;1;85;3000.0;1123.0;387.0;35.29;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;1700.0;266.0;29.76;Apartamento
Apartamento;Barra da Tijuca;4;2;2;480;12320.0;2186.0;492.0;25.67;Apartamento
Apartamento;Copacabana;1;0;0;35;1200.0;400.0;25.0;34.29;Apartamento
Casa;Campo Grande;2;1;0;50;1100.0;0.0;0.0;22.0;Casa
Apartamento;Copacabana;4;2;2;350;12000.0;3800.0;1280.0;34.29;Apartamento
Quitinete;Centro;1;0;0;30;400.0;615.0;25.0;13.33;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1399.0;50.0;Casa
Apartamento;Barra da Tijuca;2;1;1;62;1600.0;1370.0;156.0;25.81;Apartamento
Quitinete;Catete;1;0;0;24;1200.0;450.0;24.0;50.0;Apartamento
Apartamento;Copacabana;2;0;0;85;3000.0;988.0;106.0;35.29;Apartamento
Apartamento;Botafogo;1;1;0;57;2500.0;1300.0;130.0;43.86;Apartamento
Apartamento;Copacabana;2;0;1;120;3800.0;1413.0;314.0;31.67;Apartamento
Apartamento;Gávea;1;1;0;61;2000.0;655.0;0.0;32.79;Apartamento
Apartamento;Copacabana;2;0;0;64;2500.0;500.0;113.0;39.06;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;70;1800.0;950.0;985.0;25.71;Apartamento
Apartamento;Vila Isabel;2;2;1;70;1300.0;650.0;21.0;18.57;Apartamento
Apartamento;Copacabana;4;1;0;244;5000.0;2500.0;4100.0;20.49;Apartamento
Apartamento;Flamengo;5;0;2;525;13000.0;4000.0;1700.0;24.76;Apartamento
Apartamento;Ipanema;3;2;2;190;21500.0;2700.0;700.0;113.16;Apartamento
Apartamento;Vila Isabel;2;0;0;53;1900.0;750.0;47.0;35.85;Apartamento
Apartamento;Flamengo;3;1;0;120;3300.0;1278.0;160.0;27.5;Apartamento
Apartamento;Urca;3;2;1;165;8500.0;3500.0;500.0;51.52;Apartamento
Apartamento;Maracanã;3;0;0;95;2200.0;400.0;93.0;23.16;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;971.0;0.0;22.22;Apartamento
Apartamento;Tijuca;2;1;0;70;1700.0;528.0;92.0;24.29;Apartamento
Apartamento;Centro;1;0;0;38;800.0;383.0;0.0;21.05;Apartamento
Quitinete;Ipanema;1;0;0;30;3500.0;600.0;120.0;116.67;Apartamento
Casa de Vila;Catete;6;1;1;132;4500.0;200.0;210.0;34.09;Casa
Apartamento;Leblon;2;1;2;125;10000.0;1275.0;290.0;80.0;Apartamento
Apartamento;Copacabana;3;1;1;120;4800.0;1000.0;200.0;40.0;Apartamento
Apartamento;Laranjeiras;1;1;0;59;1900.0;695.0;45.0;32.2;Apartamento
Apartamento;Ipanema;3;3;1;300;22000.0;4000.0;1000.0;73.33;Apartamento
Apartamento;Praça Seca;2;1;0;97;850.0;555.0;0.0;8.76;Apartamento
Apartamento;Campo Grande;2;1;0;52;500.0;90.0;0.0;9.62;Apartamento
Apartamento;Leblon;3;2;1;156;13000.0;1925.0;395.0;83.33;Apartamento
Apartamento;Curicica;2;1;0;59;1200.0;510.0;13.0;20.34;Apartamento
Apartamento;Laranjeiras;2;1;1;82;3500.0;1208.0;0.0;42.68;Apartamento
Quitinete;Flamengo;1;0;0;29;950.0;400.0;0.0;32.76;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);3;4;2;272;3000.0;525.0;260.0;11.03;Casa
Casa de Condomínio;Vargem Grande;2;4;2;150;4000.0;180.0;50.0;26.67;Casa
Apartamento;Barra da Tijuca;2;1;1;96;2500.0;1603.0;235.0;26.04;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;81;1800.0;1098.0;1910.0;22.22;Apartamento
Apartamento;Lagoa;3;2;1;125;5000.0;1698.0;357.0;40.0;Apartamento
Apartamento;Ipanema;1;0;0;38;2000.0;495.0;0.0;52.63;Apartamento
Apartamento;São Conrado;2;1;1;81;2499.0;1120.0;170.0;30.85;Apartamento
Apartamento;Ipanema;3;1;1;110;6900.0;1400.0;300.0;62.73;Apartamento
Apartamento;Catete;1;0;1;44;1600.0;580.0;28.0;36.36;Apartamento
Casa;Campo Grande;1;0;0;50;550.0;0.0;0.0;11.0;Casa
Apartamento;Copacabana;2;0;0;80;2000.0;1116.0;80.0;25.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;60;1600.0;808.0;0.0;26.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1350.0;440.0;15.0;22.5;Apartamento
Apartamento;Copacabana;1;0;0;42;3000.0;560.0;0.0;71.43;Apartamento
Apartamento;Vila Isabel;2;0;0;80;1500.0;344.0;24.0;18.75;Apartamento
Casa;Laranjeiras;3;1;2;408;29000.0;850.0;800.0;71.08;Casa
Apartamento;Ipanema;3;1;1;115;6500.0;1700.0;230.0;56.52;Apartamento
Apartamento;Copacabana;1;0;0;46;1500.0;580.0;100.0;32.61;Apartamento
Apartamento;Copacabana;1;0;1;33;1500.0;650.0;22.0;45.45;Apartamento
Apartamento;Tijuca;3;1;0;180;2800.0;1350.0;120.0;15.56;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;50;1500.0;1035.0;221.0;30.0;Apartamento
Apartamento;Leblon;3;1;0;85;3900.0;800.0;1211.0;45.88;Apartamento
Apartamento;Leblon;3;1;2;126;7000.0;2269.0;440.0;55.56;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2500.0;564.0;175.0;27.78;Apartamento
Apartamento;Botafogo;4;1;2;242;6000.0;1860.0;485.0;24.79;Apartamento
Apartamento;Higienópolis;1;0;0;48;800.0;230.0;0.0;16.67;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1400.0;720.0;80.0;20.0;Apartamento
Apartamento;Tijuca;2;0;0;52;2000.0;315.0;0.0;38.46;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;196;5000.0;940.0;960.0;25.51;Apartamento
Apartamento;Recreio dos Bandeirantes;3;0;2;360;6000.0;2003.0;1200.0;16.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2300.0;1260.0;265.0;28.05;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;165.0;20.0;18.46;Apartamento
Apartamento;Ipanema;1;0;0;46;1700.0;700.0;132.0;36.96;Apartamento
Apartamento;Camorim;2;2;1;68;1700.0;750.0;70.0;25.0;Apartamento
Apartamento;Campinho;2;0;0;63;800.0;392.0;0.0;12.7;Apartamento
Casa;Vaz Lobo;1;0;0;30;400.0;0.0;0.0;13.33;Casa
Apartamento;Flamengo;2;0;0;65;1850.0;910.0;97.0;28.46;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;800.0;0.0;31.25;Apartamento
